iter	Logloss
181	0.4032115827
182	0.4030223512
183	0.4028117441
184	0.4026417946
185	0.4024737033
186	0.4022409091
187	0.4018353193
188	0.4016452386
189	0.4014940982
190	0.4012612087
191	0.4008682116
192	0.4006802655
193	0.4005208108
194	0.4001129344
195	0.3999205442
196	0.3997472572
197	0.3995739681
198	0.3993013838
199	0.3991201604
200	0.3986418619
201	0.3984975579
202	0.3983307381
203	0.3981432663
204	0.3979657842
205	0.397799691
206	0.3976872664
207	0.3975548381
208	0.3973617336
209	0.3972317613
210	0.3971240846
211	0.3969281605
212	0.3967528024
213	0.3963931941
214	0.396249861
215	0.396046929
216	0.3959044206
217	0.3956259644
218	0.3954900296
219	0.3953671504
220	0.3951754862
221	0.394876385
222	0.3947833167
223	0.394481221
224	0.3942824565
225	0.3941550729
226	0.3939155265
227	0.3937642484
228	0.3933430496
229	0.3930339574
230	0.3929146884
231	0.3925715786
232	0.3921878938
233	0.3919757776
234	0.3918109406
235	0.391651337
236	0.3915164525
237	0.3913102968
238	0.3911247383
239	0.3909704579
240	0.3908080543
241	0.3906717899
242	0.3905197884
243	0.3904204174
244	0.3903137883
245	0.3902091212
246	0.3900961019
247	0.3898555684
248	0.3896971987
249	0.389622027
250	0.3894478948
251	0.3891692288
252	0.3890435863
253	0.388786955
254	0.3886216313
255	0.3884433956
256	0.3882738138
257	0.3881577462
258	0.3879302261
259	0.3878359128
260	0.387691506
261	0.3875086663
262	0.3874176603
263	0.3872606623
264	0.3871375985
265	0.3870122051
266	0.3869075232
267	0.3867361256
268	0.3865824166
269	0.3864133736
270	0.3862850025
271	0.386126205
272	0.3859691315
273	0.3858154113
274	0.3855493529
275	0.3854388001
276	0.3852252247
277	0.3851190629
278	0.3850247561
279	0.3849474843
280	0.3848420172
281	0.3845626086
282	0.384407142
283	0.3842877024
284	0.384187327
285	0.3838985125
286	0.3838229549
287	0.3836528422
288	0.3835237449
289	0.383417478
290	0.3832772998
291	0.3831098607
292	0.3830040555
293	0.3828837622
294	0.3827410669
295	0.3826067355
296	0.3824846284
297	0.3823310592
298	0.3822031399
299	0.3820814516
300	0.3819808383
301	0.3818544004
302	0.381739628
303	0.3816284643
304	0.3814904358
305	0.3812747976
306	0.3811736395
307	0.3810912387
308	0.3809905721
309	0.3809280796
310	0.3807987055
311	0.3807156978
312	0.3806068283
313	0.3804782489
314	0.3803660601
315	0.3802377045
316	0.3801031228
317	0.3800124349
318	0.3799263147
319	0.379741103
320	0.3796578445
321	0.3795649127
322	0.3794724638
323	0.3793602756
324	0.3792857982
325	0.3791947205
326	0.3791260193
327	0.3790394877
328	0.3789058907
329	0.3788082363
330	0.3785695522
331	0.3784437492
332	0.3782740617
333	0.3782019843
334	0.3781078873
335	0.3780057602
336	0.3778873691
337	0.3777980859
338	0.3776934541
339	0.3775858543
340	0.377499726
341	0.3773897268
342	0.377296863
343	0.3772249344
344	0.3770340075
345	0.3769360597
346	0.376828098
347	0.3766311417
348	0.3765420097
349	0.3764726851
350	0.3764145673
351	0.3763586655
352	0.3762445736
353	0.3761636009
354	0.3760680294
355	0.3759603249
356	0.3758207786
357	0.3757076846
358	0.3756033475
359	0.3754293451
360	0.3753632929
361	0.3751768933
362	0.3750769087
363	0.3750011794
364	0.3748975865
365	0.3748249191
366	0.3747455151
367	0.3746753886
368	0.3745726687
369	0.3744580848
370	0.37435442
371	0.3742425196
372	0.374153577
373	0.3740568462
374	0.3739560174
375	0.3738526805
376	0.3737992064
377	0.3737338549
378	0.3736556867
379	0.3735458681
380	0.3734613422
381	0.3733457032
382	0.3732684618
383	0.3731863583
384	0.373090803
385	0.3730399962
386	0.3729657058
387	0.3728757218
388	0.372824353
389	0.37276159
390	0.3726543226
391	0.3725219679
392	0.3724705174
393	0.3723794404
394	0.3722663125
395	0.3722057911
396	0.3720663698
397	0.3719804015
398	0.371891079
399	0.3718103331
400	0.3717552689
401	0.3716572179
402	0.3715800253
403	0.3714808617
404	0.3714250542
405	0.3713172047
406	0.3712128203
407	0.3711374438
408	0.3710405561
409	0.3709355982
410	0.3708366294
411	0.3707401101
412	0.3706683059
413	0.370536441
414	0.3703831161
415	0.3703102282
416	0.3702580707
417	0.37021953
418	0.3701535015
419	0.3700888774
420	0.370021307
421	0.3699305907
422	0.3698394232
423	0.3697394965
424	0.3696923636
425	0.369596261
426	0.3695113046
427	0.3693530419
428	0.3692767358
429	0.3692145441
430	0.3691174212
431	0.3690729866
432	0.3689659361
433	0.3688419834
434	0.368737924
435	0.368671918
436	0.3685762039
437	0.3685046789
438	0.368439855
439	0.3684101281
440	0.3683365358
441	0.3682499628
442	0.36818764
443	0.368088358
444	0.367968366
445	0.3679121514
446	0.3678291705
447	0.3677730279
448	0.3676260814
449	0.3675392314
450	0.3674815802
451	0.3674000978
452	0.3670911855
453	0.3669971589
454	0.3669106694
455	0.3668589199
456	0.366787576
457	0.3667252846
458	0.3666661861
459	0.3665462237
460	0.3664333627
461	0.3663623258
462	0.3662762412
463	0.3661702666
464	0.3661003244
465	0.3659865497
466	0.3658882207
467	0.3658002551
468	0.3657128985
469	0.3656346331
470	0.3655504336
471	0.3654569023
472	0.3654029937
473	0.36532433
474	0.3652391376
475	0.3651823697
476	0.3651207286
477	0.3650407407
478	0.3649565866
479	0.364873041
480	0.3647402794
481	0.3646614382
482	0.3646009465
483	0.3645211713
484	0.3644607779
485	0.3644015666
486	0.3643503541
487	0.364319052
488	0.3640343572
489	0.363964589
490	0.3638855596
491	0.3638264684
492	0.3637459959
493	0.3636939164
494	0.3636365537
495	0.3635614898
496	0.3634560303
497	0.3634008689
498	0.3633396685
499	0.3632370071
500	0.3631615597
501	0.3631018933
502	0.3630496427
503	0.3629932227
504	0.3629205452
505	0.3628223825
506	0.3627504066
507	0.3626376563
508	0.3625541714
509	0.3624706306
510	0.3623927478
511	0.3623438544
512	0.3622839256
513	0.362198705
514	0.3621340353
515	0.3620901628
516	0.3619978523
517	0.361943473
518	0.3616720132
519	0.3615879146
520	0.3615277683
521	0.3614188642
522	0.361343932
523	0.3612115221
524	0.3610882353
525	0.3609893978
526	0.3609186638
527	0.360822326
528	0.3607422346
529	0.3606782765
530	0.3605862464
531	0.3605401786
532	0.360288519
533	0.3602543114
534	0.3600194676
535	0.3599422952
536	0.3598969606
537	0.3597965031
538	0.3597433181
539	0.3597005096
540	0.3596740958
541	0.3596366691
542	0.359601618
543	0.3594602512
544	0.3594446903
545	0.3592967178
546	0.3592106971
547	0.3591258682
548	0.3590391415
549	0.3589915032
550	0.358949307
551	0.3588854803
552	0.3588313937
553	0.3587932475
554	0.3586904766
555	0.3586548516
556	0.3585586794
557	0.3584658779
558	0.358399684
559	0.3583142364
560	0.3582679897
561	0.3582174386
562	0.3579990224
563	0.3579116008
564	0.3578214461
565	0.3577642113
566	0.3576943364
567	0.357627393
568	0.3575580311
569	0.3574816581
570	0.3574240888
571	0.3573314198
572	0.3572713036
573	0.3572213488
574	0.3571591221
575	0.3571050953
576	0.3570805238
577	0.3570187799
578	0.356935338
579	0.3568079708
580	0.3567252902
581	0.3566890886
582	0.3566046481
583	0.3565624369
584	0.3564942949
585	0.356488712
586	0.3564156363
587	0.3563703431
588	0.3563019746
589	0.3562262295
590	0.3561431608
591	0.3560939541
592	0.3560217616
593	0.3559351494
594	0.3558976813
595	0.3558326553
596	0.3556303531
597	0.3556201039
598	0.3555675677
599	0.3555006055
600	0.3553826736
601	0.3553357038
602	0.3553050905
603	0.3552949762
604	0.3552640136
605	0.3551794472
606	0.3551293363
607	0.3550482053
608	0.3549817964
609	0.3549413598
610	0.3548482992
611	0.3547801755
612	0.3547240778
613	0.3546266814
614	0.3545526503
615	0.354514758
616	0.3544424125
617	0.3542553432
618	0.3541336992
619	0.3540534426
620	0.3540374939
621	0.3540045034
622	0.3539718611
623	0.3538995753
624	0.3538560439
625	0.3537800036
626	0.3536896262
627	0.353667279
628	0.3536458607
629	0.3535826427
630	0.3534941974
631	0.3534318397
632	0.3533596878
633	0.353302471
634	0.3532523276
635	0.3530489034
636	0.3529863516
637	0.3529348732
638	0.3528236076
639	0.352731152
640	0.352657249
641	0.3525972855
642	0.3524734106
643	0.3524220054
644	0.3523344161
645	0.352328153
646	0.3522555765
647	0.3521954725
648	0.3521167604
649	0.3520719796
650	0.3519963368
651	0.3519101355
652	0.3518719855
653	0.3518168871
654	0.3517222138
655	0.3517033738
656	0.3516495879
657	0.3515767255
658	0.3514901665
659	0.35144563
660	0.3513820315
661	0.3513463503
662	0.3513127354
663	0.35122867
664	0.3511521069
665	0.3511143485
666	0.3511045885
667	0.3510240706
668	0.3509506123
669	0.3508917286
670	0.3507903267
671	0.3507548796
672	0.3507061523
673	0.3506214519
674	0.3505202503
675	0.3504999503
676	0.3503772181
677	0.3503484386
678	0.350339308
679	0.3502684984
680	0.3501642418
681	0.3500550837
682	0.3499932709
683	0.3499836116
684	0.349941312
685	0.3498786175
686	0.3498001341
687	0.3497417579
688	0.3496613311
689	0.3495981034
690	0.3495766624
691	0.3495674955
692	0.3495018936
693	0.3494189516
694	0.3493268542
695	0.3492712908
696	0.3491740886
697	0.3491396065
698	0.3490939236
699	0.3489871484
700	0.3489288962
701	0.3488433584
702	0.3488119679
703	0.3487718371
704	0.3487424672
705	0.3486706875
706	0.3485846688
707	0.3485399285
708	0.348457518
709	0.3484095787
710	0.3483430952
711	0.3483035269
712	0.3482492652
713	0.3482356911
714	0.3481490021
715	0.3480964041
716	0.3480530951
717	0.3480106428
718	0.3479826323
719	0.3479321896
720	0.347882646
721	0.3478723911
722	0.347841456
723	0.3477907781
724	0.3477040167
725	0.34763075
726	0.3476029364
727	0.3475705754
728	0.3474889055
729	0.3474292979
730	0.347387557
731	0.3472966931
732	0.3471810185
733	0.3470675957
734	0.3470441846
735	0.3470117262
736	0.3469484069
737	0.3468741909
738	0.3468068828
739	0.3467319425
740	0.3465439914
741	0.3464677573
742	0.3463619119
743	0.346312432
744	0.3462877546
745	0.3462548689
746	0.3462512177
747	0.3461764905
748	0.3461294623
749	0.3461016382
750	0.3460393338
751	0.3459427791
752	0.3458963545
753	0.3458604341
754	0.3458137295
755	0.3457676918
756	0.3457078832
757	0.3456322614
758	0.3455626884
759	0.3455206084
760	0.3454898958
761	0.3454348149
762	0.345362404
763	0.345262213
764	0.3452064111
765	0.3451350614
766	0.3450871686
767	0.3450291048
768	0.3449891167
769	0.3449496019
770	0.3448870115
771	0.344835918
772	0.3447925493
773	0.344733986
774	0.3446661033
775	0.3444889954
776	0.3444584173
777	0.3443964354
778	0.3443469945
779	0.3443115439
780	0.3442812615
781	0.3442242232
782	0.3441403106
783	0.3440457701
784	0.3439661788
785	0.343917478
786	0.3438661854
787	0.3438099227
788	0.3437432784
789	0.3436811278
790	0.3436195226
791	0.3435698122
792	0.3434026743
793	0.3433748045
794	0.3433718546
795	0.3433519159
796	0.3433132124
797	0.343273321
798	0.3432350454
799	0.3431947592
800	0.3431102872
801	0.343032932
802	0.3429851458
803	0.342934786
804	0.3428859794
805	0.3428566113
806	0.3427937646
807	0.3427292908
808	0.3426603687
809	0.3426241508
810	0.3425546453
811	0.3425133269
812	0.3424545489
813	0.342399992
814	0.342330841
815	0.3421733562
816	0.3421353411
817	0.3420836141
818	0.3420256723
819	0.3419671395
820	0.3418991755
821	0.3418536388
822	0.3418148806
823	0.3417854413
824	0.341735923
825	0.3416511784
826	0.3415029263
827	0.3414251701
828	0.3413606468
829	0.341294251
830	0.3412910219
831	0.3412392814
832	0.3411671199
833	0.3411181901
834	0.341088822
835	0.3410546123
836	0.3410153502
837	0.3409270135
838	0.3408689344
839	0.340843637
840	0.3408076472
841	0.3407999577
842	0.3407448139
843	0.3407111772
844	0.3406311365
845	0.3405318406
846	0.3405003823
847	0.3404561491
848	0.3404062086
849	0.3403290565
850	0.3402495111
851	0.340190485
852	0.340144421
853	0.3400606781
854	0.3400160422
855	0.3399661154
856	0.3399338577
857	0.3398904228
858	0.3398539466
859	0.3398096372
860	0.339748386
861	0.3396774438
862	0.3396348
863	0.3395780704
864	0.3395235227
865	0.3394686403
866	0.3393995058
867	0.3393445641
868	0.339277094
869	0.3392342113
870	0.3391628593
871	0.3391180412
872	0.3390540976
873	0.339025638
874	0.3389962994
875	0.3389142805
876	0.3388479008
877	0.3388046075
878	0.3387226987
879	0.3386771481
880	0.3385372527
881	0.3384982019
882	0.3384602615
883	0.3383797159
884	0.3383375009
885	0.3383021952
886	0.3382635193
887	0.3381921632
888	0.3381152347
889	0.3380340702
890	0.3379534794
891	0.3379083754
892	0.337848988
893	0.337785098
894	0.3377455614
895	0.3377272754
896	0.337676897
897	0.3376513966
898	0.3375940009
899	0.3375502566
900	0.3375220093
901	0.3374845219
902	0.3374084488
903	0.3373555098
904	0.3372721875
905	0.3372394286
906	0.3371990411
907	0.3371766097
908	0.3371693099
909	0.3370388894
910	0.3370175736
911	0.3369273763
912	0.3368957679
913	0.3368332655
914	0.3368053551
915	0.3367306625
916	0.3366660885
917	0.3366151624
918	0.3365731937
919	0.3365172719
920	0.3364456401
921	0.3364029129
922	0.3363314237
923	0.3362814721
924	0.3362136496
925	0.3361925523
926	0.3361397889
927	0.3361104918
928	0.3360352601
929	0.3359817539
930	0.3359377251
931	0.3358677762
932	0.3358097472
933	0.3357787094
934	0.3356943824
935	0.335610895
936	0.3355528064
937	0.3355494703
938	0.3354454274
939	0.3353890865
940	0.3353208301
941	0.3352416984
942	0.3351190728
943	0.3350392575
944	0.3349743105
945	0.3349379061
946	0.3348740421
947	0.3348345874
948	0.3347937675
949	0.3347203132
950	0.3346672817
951	0.3346078639
952	0.3345878568
953	0.3345131376
954	0.3344238714
955	0.3343818143
956	0.3343569805
957	0.3343220456
958	0.3342732626
959	0.334249343
960	0.33421641
961	0.3341777193
962	0.3341576085
963	0.3341229185
964	0.3340534399
965	0.3340336477
966	0.3339587897
967	0.3339017128
968	0.3338471337
969	0.3338035089
970	0.3337832318
971	0.3337079145
972	0.3336679448
973	0.3336055825
974	0.3335762298
975	0.3335537538
976	0.3334781075
977	0.3334471493
978	0.3333853713
979	0.3333590295
980	0.3332973296
981	0.3332514544
982	0.3332092644
983	0.3331263316
984	0.3330518263
985	0.3330266558
986	0.3329524769
987	0.3328384468
988	0.3327975495
989	0.3327616669
990	0.3327103253
991	0.3326064369
992	0.3325139131
993	0.3324964427
994	0.3324644965
995	0.3324002626
996	0.3323992479
997	0.332395982
998	0.3323460676
999	0.3323030046
