iter	Logloss
212	0.2695389617
213	0.2686720315
214	0.267947862
215	0.2667323126
216	0.2664448472
217	0.2656691442
218	0.264596753
219	0.2643036565
220	0.2641403167
221	0.2640039628
222	0.2631927396
223	0.262779036
224	0.2623303684
225	0.2621404019
226	0.2619906109
227	0.2615969544
228	0.2614573397
229	0.2612489771
230	0.2598266109
231	0.259342436
232	0.2593125794
233	0.2591204086
234	0.2590075737
235	0.2590028738
236	0.2583703684
237	0.2577389982
238	0.257453022
239	0.2571402816
240	0.2568891005
241	0.2566826546
242	0.2563051866
243	0.2561289942
244	0.2559466126
245	0.2555136587
246	0.2547605322
247	0.2544970336
248	0.2540472904
249	0.2536044029
250	0.2531341859
251	0.2526357659
252	0.2524015868
253	0.2520288342
254	0.2512532252
255	0.2509119353
256	0.2506531752
257	0.2502241238
258	0.2496850378
259	0.2493160809
260	0.2490192178
261	0.2485093266
262	0.2483152014
263	0.2479271218
264	0.2473615821
265	0.2470406842
266	0.2468809273
267	0.2466502427
268	0.246485973
269	0.2459131067
270	0.2458541045
271	0.245466928
272	0.2453324657
273	0.2450238545
274	0.2448373784
275	0.244595922
276	0.2439872562
277	0.2437521447
278	0.2430408938
279	0.2428538884
280	0.2424847701
281	0.2418521979
282	0.2415220666
283	0.2414149383
284	0.2411258472
285	0.2411229856
286	0.2404897454
287	0.2402804889
288	0.2400826932
289	0.2397064923
290	0.2395510715
291	0.2392185732
292	0.2381985999
293	0.2380782454
294	0.2377048874
295	0.2376880661
296	0.2375490137
297	0.2373894965
298	0.2370311386
299	0.2365808252
300	0.2362330242
301	0.2359514462
302	0.2355723776
303	0.235249011
304	0.2352481005
305	0.234958036
306	0.2346314948
307	0.2344003008
308	0.2341063845
309	0.2340975562
310	0.2338596308
311	0.233437939
312	0.2331001628
313	0.2328418123
314	0.2328168227
315	0.2321565058
316	0.2318972026
317	0.2314242618
318	0.231076226
319	0.2310419775
320	0.2305676492
321	0.230086677
322	0.2298421833
323	0.2297040637
324	0.2295953075
325	0.2293969463
326	0.2290729484
327	0.2283596533
328	0.2280353225
329	0.2279176031
330	0.2275899472
331	0.2271669009
332	0.2268954967
333	0.2265382898
334	0.226269636
335	0.2259317869
336	0.225753289
337	0.2256540401
338	0.2254646119
339	0.2252137337
340	0.2250847243
341	0.2246907541
342	0.2244705503
343	0.2240726892
344	0.2239088375
345	0.2237427878
346	0.2236737419
347	0.2234394709
348	0.2233285744
349	0.2230579983
350	0.2228890785
351	0.2227364077
352	0.2223247352
353	0.2220579105
354	0.2217602546
355	0.2215242286
356	0.2212641138
357	0.2212314347
358	0.2209801932
359	0.2206361544
360	0.2204343061
361	0.2201017715
362	0.2198303099
363	0.219377706
364	0.2192344149
365	0.2189374559
366	0.218930802
367	0.2187091216
368	0.218608381
369	0.2183682737
370	0.2182286366
371	0.2178854919
372	0.2177678075
373	0.2173856884
374	0.2172502322
375	0.2171809256
376	0.2170412278
377	0.2167189535
378	0.2166449409
379	0.2164261689
380	0.2161265928
381	0.2156930738
382	0.2153667591
383	0.2151757058
384	0.2149616953
385	0.2147866093
386	0.2144118914
387	0.2141149031
388	0.2139328379
389	0.2135993791
390	0.2134670932
391	0.2127420865
392	0.2126910678
393	0.2124716151
394	0.2120125796
395	0.2115784804
396	0.2113544927
397	0.210782732
398	0.210609732
399	0.2105342245
400	0.2100733182
401	0.2099275388
402	0.2097769443
403	0.2095408815
404	0.2092641596
405	0.2089654006
406	0.2088605619
407	0.2087702424
408	0.2082731592
409	0.2080386122
410	0.2077966329
411	0.2076329087
412	0.207132061
413	0.2068831681
414	0.2066203312
415	0.2063512965
416	0.2061707979
417	0.2059151148
418	0.2055763931
419	0.2053058003
420	0.2047907894
421	0.204291621
422	0.2039657639
423	0.203852591
424	0.2036763482
425	0.2033864774
426	0.2028217972
427	0.2026468017
428	0.2022210642
429	0.2021002807
430	0.2017646224
431	0.2015628881
432	0.2014017258
433	0.2012003923
434	0.2010205859
435	0.2007549859
436	0.2005359156
437	0.2003636023
438	0.2001404077
439	0.1998931722
440	0.1996319615
441	0.1993055187
442	0.1989326439
443	0.198807506
444	0.1986032539
445	0.1984006242
446	0.1980406963
447	0.1978907354
448	0.1976280106
449	0.1973494707
450	0.1972061795
451	0.1969685388
452	0.1966165977
453	0.1961922456
454	0.196002307
455	0.195763086
456	0.1955246802
457	0.1951473683
458	0.19501779
459	0.1947137005
460	0.1944762289
461	0.1942970255
462	0.1940554856
463	0.1938497688
464	0.1936444822
465	0.1931037309
466	0.1929346641
467	0.1927287675
468	0.192570972
469	0.1923193512
470	0.1920269322
471	0.1918029314
472	0.1914595808
473	0.191171393
474	0.1910277897
475	0.1908914949
476	0.1906751319
477	0.1904822483
478	0.1903244851
479	0.1902364562
480	0.1899477573
481	0.1897711331
482	0.1895250258
483	0.189439646
484	0.1891742413
485	0.1889448228
486	0.1887104105
487	0.1883230986
488	0.1880941752
489	0.187914266
490	0.1877420986
491	0.187458876
492	0.1873427219
493	0.1871328139
494	0.1869828152
495	0.1868234096
496	0.1866141715
497	0.1862571486
498	0.1860414968
499	0.1859239799
500	0.1857263474
501	0.1853840209
502	0.1851446635
503	0.1848571391
504	0.1842013749
505	0.1838174716
506	0.1835160332
507	0.1833271339
508	0.1829655185
509	0.1827783213
510	0.1826311327
511	0.1823928443
512	0.1821824375
513	0.181758893
514	0.1816001974
515	0.1810473266
516	0.1808836697
517	0.1806646245
518	0.1805707281
519	0.1800959611
520	0.179868697
521	0.1795609792
522	0.1793891763
523	0.1792611553
524	0.1791009602
525	0.1789440472
526	0.1787005553
527	0.1785385917
528	0.1783089608
529	0.1780279035
530	0.1777047005
531	0.1775147678
532	0.1773113784
533	0.1771164912
534	0.1769109758
535	0.1768170705
536	0.1766717964
537	0.1764287672
538	0.1761517532
539	0.1759974506
540	0.1757689929
541	0.1755916947
542	0.1754775743
543	0.1754019757
544	0.1752629223
545	0.1751300127
546	0.1750150245
547	0.1746427804
548	0.1745426425
549	0.174391836
550	0.1743228754
551	0.1741557885
552	0.1740516338
553	0.1738557759
554	0.1737470757
555	0.1736699537
556	0.1735867562
557	0.1734410011
558	0.1731985857
559	0.1729481864
560	0.172851448
561	0.1725824371
562	0.1724918654
563	0.1723046643
564	0.1721770837
565	0.1720772459
566	0.1717175005
567	0.1715882189
568	0.1713943645
569	0.1712608261
570	0.1711092601
571	0.170862222
572	0.170749199
573	0.1706492169
574	0.170429183
575	0.1703673562
576	0.1701443858
577	0.1699816878
578	0.1697990987
579	0.1696523228
580	0.1692795364
581	0.1691609415
582	0.1688625148
583	0.16860944
584	0.16847157
585	0.1682980725
586	0.1681023597
587	0.1679408257
588	0.1677411723
589	0.1675931022
590	0.1674864404
591	0.1673325862
592	0.1671354962
593	0.1669947648
594	0.1667743986
595	0.1666218753
596	0.1665181258
597	0.1663855
598	0.1662447108
599	0.166027692
600	0.1658402745
601	0.1655820305
602	0.1653703809
603	0.1652370662
604	0.1651608106
605	0.1650682901
606	0.1649980139
607	0.1648865853
608	0.1647423295
609	0.1645477659
610	0.1644222587
611	0.1643103401
612	0.1641634764
613	0.1639735104
614	0.1638256344
615	0.1636950397
616	0.1634143443
617	0.1631919162
618	0.1630566327
619	0.1628459238
620	0.1626852452
621	0.1625680126
622	0.1623865556
623	0.1621530415
624	0.1620552068
625	0.1619247235
626	0.1616876612
627	0.1615271708
628	0.1612719249
629	0.1611131095
630	0.1610135618
631	0.1608385304
632	0.1605643495
633	0.1605011851
634	0.1603694346
635	0.1602543674
636	0.1601145842
637	0.1600568089
638	0.1598866591
639	0.1597783978
640	0.1596093873
641	0.159516662
642	0.1593812998
643	0.1591435373
644	0.1590284539
645	0.1588412506
646	0.1587022038
647	0.1586142008
648	0.1585576828
649	0.158427865
650	0.1583680937
651	0.1582014081
652	0.1581260064
653	0.1579759143
654	0.1579044085
655	0.1577623651
656	0.1576313096
657	0.1574380964
658	0.1573888337
659	0.1572176748
660	0.1571649778
661	0.1570024861
662	0.1568821671
663	0.1566680272
664	0.1565575321
665	0.1564065143
666	0.156158283
667	0.1560336649
668	0.155840942
669	0.155634778
670	0.1554647501
671	0.1553337623
672	0.1551734457
673	0.1551274331
674	0.1549762415
675	0.1548518726
676	0.1547275987
677	0.1546642105
678	0.1545767124
679	0.1544776203
680	0.1544348191
681	0.1543833029
682	0.1542306055
683	0.1540011456
684	0.1538906498
685	0.1537719664
686	0.1536092033
687	0.1534774968
688	0.1532771589
689	0.1531237398
690	0.1529632347
691	0.1528078422
692	0.1525830036
693	0.1524663199
694	0.152384247
695	0.1522483033
696	0.1521633876
697	0.1521012778
698	0.1519773875
699	0.151797804
700	0.1517145274
701	0.1516273504
702	0.151523086
703	0.1514514879
704	0.1514149543
705	0.1513644662
706	0.1512566235
707	0.1512087508
708	0.1511038218
709	0.1509722636
710	0.1507728409
711	0.1505484457
712	0.1503812412
713	0.1502751197
714	0.150123229
715	0.1498891362
716	0.1497641453
717	0.1496308004
718	0.14950451
719	0.149396138
720	0.1492968458
721	0.1491943708
722	0.1490201573
723	0.1488819856
724	0.1488217108
725	0.1487233231
726	0.1486191507
727	0.1485418711
728	0.1484255551
729	0.1481459086
730	0.1480228113
731	0.1479128346
732	0.1478279902
733	0.1477310323
734	0.1476545443
735	0.1475484323
736	0.1474293928
737	0.1473978474
738	0.1473375182
739	0.147218729
740	0.1471727101
741	0.1470121359
742	0.146978247
743	0.1468248592
744	0.1467173388
745	0.1466508761
746	0.1465231857
747	0.1463789422
748	0.1462514857
749	0.1460678277
750	0.1459957247
751	0.1458371524
752	0.1458093723
753	0.1457626954
754	0.1456536435
755	0.1454530543
756	0.14535516
757	0.1453120569
758	0.1451528271
759	0.1450714463
760	0.1449762993
761	0.144847917
762	0.1446904177
763	0.1446222129
764	0.1445192965
765	0.1444407154
766	0.1443122299
767	0.1441722093
768	0.1440159032
769	0.1438774248
770	0.1436651011
771	0.1435729136
772	0.1434623086
773	0.1433999503
774	0.1432714393
775	0.143188524
776	0.1431263984
777	0.1430503427
778	0.1429572329
779	0.1427846946
780	0.1426993293
781	0.1425648282
782	0.1424356595
783	0.1423078637
784	0.1422201289
785	0.1421067469
786	0.141964753
787	0.1419102541
788	0.1418505717
789	0.1417257788
790	0.1416328229
791	0.1415777561
792	0.1414829131
793	0.1413714687
794	0.141269569
795	0.1411682794
796	0.1410658694
797	0.1409925778
798	0.1408851211
799	0.1407716706
800	0.1406265892
801	0.1405370373
802	0.1404236523
803	0.1402742987
804	0.1401171625
805	0.1400623226
806	0.1399785188
807	0.139932225
808	0.139811005
809	0.1397432936
810	0.139689833
811	0.1396263754
812	0.1395489339
813	0.1394067673
814	0.1393110809
815	0.1391881593
816	0.1390886994
817	0.1389777292
818	0.1388693032
819	0.1387626108
820	0.1386773765
821	0.1385901616
822	0.13851191
823	0.1383884298
824	0.1383322307
825	0.1382036256
826	0.1380984236
827	0.1379951091
828	0.1379110571
829	0.1377858547
830	0.1377143104
831	0.1376420406
832	0.1376028143
833	0.1375244299
834	0.1374570636
835	0.1373436658
836	0.1371719707
837	0.1370952199
838	0.1369496549
839	0.1368996233
840	0.1367623565
841	0.1365988995
842	0.136501335
843	0.1364122071
844	0.1363436854
845	0.1362803995
846	0.1362116573
847	0.1360804749
848	0.1359809835
849	0.1359180488
850	0.1358713866
851	0.1358247419
852	0.1357889073
853	0.1357165322
854	0.135625114
855	0.1355586361
856	0.1354413991
857	0.1353937596
858	0.1353438392
859	0.1351602209
860	0.1350639657
861	0.134951546
862	0.1348254024
863	0.1346811912
864	0.134565446
865	0.1345011125
866	0.1344467967
867	0.1343745173
868	0.134275085
869	0.1341839909
870	0.1341168185
871	0.1340742764
872	0.1340240204
873	0.1339306883
874	0.1338446005
875	0.1337532585
876	0.1336781698
877	0.133513622
878	0.133467152
879	0.1333392227
880	0.1332572735
881	0.1331757276
882	0.1331083388
883	0.1329905469
884	0.1329078248
885	0.1328631324
886	0.1327921822
887	0.1327320063
888	0.1326877706
889	0.1326263406
890	0.1325332469
891	0.1324693888
892	0.1323966353
893	0.13234403
894	0.1322870762
895	0.1321929744
896	0.1321464019
897	0.1321175781
898	0.1320658672
899	0.1320102036
900	0.1318960474
901	0.1318458174
902	0.1317324205
903	0.1316428778
904	0.1315860616
905	0.1315498489
906	0.1314871867
907	0.1313850718
908	0.1313279062
909	0.1312585622
910	0.1312121306
911	0.1310888146
912	0.1310320196
913	0.1308772783
914	0.1308008202
915	0.130651994
916	0.1305747244
917	0.1305372213
918	0.1304738462
919	0.1303927819
920	0.130308333
921	0.1302148135
922	0.1301515443
923	0.1301005747
924	0.1299953133
925	0.1299454477
926	0.1298948573
927	0.1298177484
928	0.1297104976
929	0.1296453774
930	0.1295771802
931	0.1295141098
932	0.1294913382
933	0.1294156765
934	0.1293473708
935	0.1292336781
936	0.1291427075
937	0.1290178642
938	0.1289207003
939	0.1288506594
940	0.1287827415
941	0.1287399624
942	0.1286705512
943	0.1286158031
944	0.1285599185
945	0.1284849585
946	0.1284538684
947	0.1283904
948	0.1282898731
949	0.1282228069
950	0.1281863053
951	0.1281297755
952	0.1280698366
953	0.1280450968
954	0.1279988242
955	0.1279720283
956	0.127946567
957	0.1279030499
958	0.1278494049
959	0.1278128751
960	0.1277478539
961	0.1276872255
962	0.1276136783
963	0.1275961455
964	0.1275368151
965	0.1274649181
966	0.1273713544
967	0.1273475961
968	0.1273115753
969	0.1272437886
970	0.1272051369
971	0.1271640663
972	0.1270849001
973	0.1270098825
974	0.1269626008
975	0.126922895
976	0.1268507212
977	0.1267596147
978	0.1267241004
979	0.1266789754
980	0.1266299885
981	0.1265355191
982	0.1264994546
983	0.12638077
984	0.1262793777
985	0.1262313115
986	0.1261785784
987	0.1261356688
988	0.1260694587
989	0.1259839948
990	0.1259104242
991	0.1258735762
992	0.1258122369
993	0.125752494
994	0.1256853093
995	0.1256569431
996	0.1256342731
997	0.1256016977
998	0.1255698439
999	0.1255008898
